2019-03-09 21:37:12,49.388
2019-03-09 21:37:14,48.312
2019-03-09 21:37:15,48.312
2019-03-09 21:37:17,48.85
2019-03-09 21:37:18,49.388
2019-03-09 21:37:20,49.388
2019-03-09 21:37:21,49.388
2019-03-09 21:37:23,48.85
2019-03-09 21:37:24,49.388
2019-03-09 21:37:26,49.388
2019-03-09 21:37:27,49.388
2019-03-09 21:37:29,49.388
2019-03-09 21:37:30,49.388
2019-03-09 21:37:32,49.388
2019-03-09 21:37:33,48.85
2019-03-09 21:37:35,49.388
2019-03-09 21:37:37,49.926
2019-03-11 08:19:55,50.464
2019-03-11 08:19:56,49.926
2019-03-11 08:19:58,50.464
2019-03-11 08:19:59,49.926
2019-03-11 08:20:01,50.464
2019-03-11 08:20:02,50.464
2019-03-11 08:20:04,50.464
2019-03-11 08:20:05,50.464
2019-03-11 08:21:05,50.464
2019-03-11 08:21:06,49.926
2019-03-11 08:21:08,49.926
2019-03-11 08:21:09,50.464
2019-03-11 08:21:11,51.54
2019-03-11 08:21:12,50.464
2019-03-11 08:21:14,50.464
2019-03-11 08:21:15,50.464
2019-03-11 08:21:17,51.54
2019-03-11 08:21:18,51.54
2019-03-11 08:21:20,51.54
2019-03-11 08:21:21,51.54
2019-03-11 08:21:23,51.54
2019-03-11 08:21:24,50.464
2019-03-11 08:21:26,52.078
2019-03-11 08:21:27,51.54
2019-03-11 08:21:29,51.54
2019-03-11 08:21:31,51.54
2019-03-11 08:21:32,51.54
2019-03-11 08:21:34,51.54
2019-03-11 08:21:35,52.078
2019-03-11 08:21:37,51.002
2019-03-11 08:21:38,51.54
2019-03-11 08:21:40,52.078
2019-03-11 08:21:41,52.616
2019-03-11 08:21:43,52.078
2019-03-11 08:21:44,52.078
2019-03-11 08:21:46,51.54
2019-03-11 08:21:47,51.54
2019-03-11 08:21:49,51.54
2019-03-11 08:21:50,52.078
2019-03-11 08:21:52,51.54
2019-03-11 08:21:53,52.078
2019-03-11 08:21:55,52.078
2019-03-11 08:21:56,52.616
2019-03-11 08:21:58,51.54
2019-03-11 08:22:00,52.078
